AnnoA;AteneoNOME;AteneoCOD;SESSO;Isc
2021/2022;Urbino;4101;F;9526
2021/2022;Urbino;4101;M;5182
2021/2022;Venezia Iuav;2702;F;2473
2021/2022;Venezia Iuav;2702;M;1744
2021/2022;Verona;2301;F;15549
2021/2022;Verona;2301;M;8330
2020/2021;Aosta;701;F;718
2020/2021;Aosta;701;M;320
2020/2021;Bari;7201;F;26465
2020/2021;Bari;7201;M;15802
2020/2021;Bari Politecnico;7202;F;2995
2020/2021;Bari Politecnico;7202;M;6940
2020/2021;Basilicata;7601;F;3539
2020/2021;Basilicata;7601;M;2545
2020/2021;Benevento Giustino Fortunato - telematica;6202;F;951
2020/2021;Benevento Giustino Fortunato - telematica;6202;M;866
2020/2021;Bergamo;1601;F;13117
2020/2021;Bergamo;1601;M;7761
2020/2021;Bologna;3701;F;45937
2020/2021;Bologna;3701;M;35996
2020/2021;Bolzano;2101;F;2821
2020/2021;Bolzano;2101;M;1245
2020/2021;Bra Scienze Gastronomiche;401;F;197
2020/2021;Bra Scienze Gastronomiche;401;M;194
2020/2021;Brescia;1701;F;6819
2020/2021;Brescia;1701;M;7909
2020/2021;Ca' Foscari Venezia;2701;F;13246
2020/2021;Ca' Foscari Venezia;2701;M;7549
2020/2021;Cagliari;9201;F;14618
2020/2021;Cagliari;9201;M;10097
2020/2021;Calabria;7801;F;14093
2020/2021;Calabria;7801;M;10120
2020/2021;Camerino;4302;F;3100
2020/2021;Camerino;4302;M;3450
2020/2021;Casamassima – LUM G. Degennaro;7203;F;641
2020/2021;Casamassima – LUM G. Degennaro;7203;M;930
2020/2021;Cassino;6001;F;3785
2020/2021;Cassino;6001;M;3272
2020/2021;Castellanza LIUC;1201;F;965
2020/2021;Castellanza LIUC;1201;M;1795
2020/2021;Catania;8701;F;22146
2020/2021;Catania;8701;M;16171
2020/2021;Catanzaro;7901;F;6664
2020/2021;Catanzaro;7901;M;4151
2020/2021;Chieti e Pescara;6901;F;14652
2020/2021;Chieti e Pescara;6901;M;7955
2020/2021;Enna KORE;8601;F;3289
2020/2021;Enna KORE;8601;M;1547
2020/2021;Ferrara;3801;F;15015
2020/2021;Ferrara;3801;M;10152
2020/2021;Firenze;4801;F;30949
2020/2021;Firenze;4801;M;22516
2020/2021;Firenze IUL - telematica;4804;F;530
2020/2021;Firenze IUL - telematica;4804;M;226
2020/2021;Foggia;7101;F;7155
2020/2021;Foggia;7101;M;4194
2020/2021;Genova;1001;F;18073
2020/2021;Genova;1001;M;14155
2020/2021;Insubria;1202;F;6381
2020/2021;Insubria;1202;M;5345
2020/2021;L'Aquila;6601;F;8656
2020/2021;L'Aquila;6601;M;7175
2020/2021;Macerata;4301;F;7441
2020/2021;Macerata;4301;M;2609
2020/2021;Marche;4201;F;6759
2020/2021;Marche;4201;M;8217
2020/2021;Messina;8301;F;14597
2020/2021;Messina;8301;M;8844
2020/2021;Milano;1501;F;36423
2020/2021;Milano;1501;M;24842
2020/2021;Milano Bicocca;1509;F;21191
2020/2021;Milano Bicocca;1509;M;13214
2020/2021;Milano Bocconi;1503;F;5641
2020/2021;Milano Bocconi;1503;M;8023
2020/2021;Milano Cattolica;1504;F;27875
2020/2021;Milano Cattolica;1504;M;13844
2020/2021;Milano IULM;1505;F;5205
2020/2021;Milano IULM;1505;M;1874
2020/2021;Milano Politecnico;1502;F;15881
2020/2021;Milano Politecnico;1502;M;30566
2020/2021;Milano San Raffaele;1508;F;2116
2020/2021;Milano San Raffaele;1508;M;1193
2020/2021;Modena e Reggio Emilia;3601;F;14592
2020/2021;Modena e Reggio Emilia;3601;M;12903
2020/2021;Molise;7001;F;3986
2020/2021;Molise;7001;M;2666
2020/2021;Napoli Benincasa;6304;F;7191
2020/2021;Napoli Benincasa;6304;M;1270
2020/2021;Napoli Federico II;6301;F;41991
2020/2021;Napoli Federico II;6301;M;33483
2020/2021;Napoli L'Orientale;6303;F;9113
2020/2021;Napoli L'Orientale;6303;M;2278
2020/2021;Napoli Parthenope;6302;F;4633
2020/2021;Napoli Parthenope;6302;M;6334
2020/2021;Napoli Pegaso - telematica;6307;F;31157
2020/2021;Napoli Pegaso - telematica;6307;M;35408
2020/2021;Napoli Vanvitelli;6306;F;13297
2020/2021;Napoli Vanvitelli;6306;M;9030
2020/2021;Novedrate e-Campus - telematica;1301;F;17358
2020/2021;Novedrate e-Campus - telematica;1301;M;14916
2020/2021;Padova;2801;F;33395
2020/2021;Padova;2801;M;29404
2020/2021;Palermo;8201;F;24340
2020/2021;Palermo;8201;M;17360
2020/2021;Parma;3401;F;16429
2020/2021;Parma;3401;M;11720
2020/2021;Pavia;1801;F;13333
2020/2021;Pavia;1801;M;10397
2020/2021;Perugia;5401;F;15524
2020/2021;Perugia;5401;M;10666
2020/2021;Perugia Stranieri;5403;F;778
2020/2021;Perugia Stranieri;5403;M;374
2020/2021;Piemonte Orientale;201;F;8253
2020/2021;Piemonte Orientale;201;M;5436
2020/2021;Pisa;5001;F;23144
2020/2021;Pisa;5001;M;21517
2020/2021;Reggio Calabria;8001;F;2716
2020/2021;Reggio Calabria;8001;M;2139
2020/2021;Reggio Calabria - Dante Alighieri;8003;F;502
2020/2021;Reggio Calabria - Dante Alighieri;8003;M;98
2020/2021;Roma  Mercatorum - telematica;5814;F;7650
2020/2021;Roma  Mercatorum - telematica;5814;M;11126
2020/2021;Roma Biomedico;5808;F;1361
2020/2021;Roma Biomedico;5808;M;868
2020/2021;Roma Europea;5812;F;1263
2020/2021;Roma Europea;5812;M;473
2020/2021;Roma Foro Italico;5806;F;611
2020/2021;Roma Foro Italico;5806;M;1548
2020/2021;Roma La Sapienza;5801;F;60708
2020/2021;Roma La Sapienza;5801;M;43929
2020/2021;Roma Link Campus;5817;F;187
2020/2021;Roma Link Campus;5817;M;472
2020/2021;Roma Luiss;5805;F;4549
2020/2021;Roma Luiss;5805;M;5168
2020/2021;Roma LUMSA;5803;F;4780
2020/2021;Roma LUMSA;5803;M;1993
2020/2021;Roma Marconi - telematica;5810;F;6011
2020/2021;Roma Marconi - telematica;5810;M;5204
2020/2021;Roma Saint Camillus;5818;F;705
2020/2021;Roma Saint Camillus;5818;M;413
2020/2021;Roma San Raffaele - telematica;5816;F;3728
2020/2021;Roma San Raffaele - telematica;5816;M;4239
2020/2021;Roma Tor Vergata;5802;F;14824
2020/2021;Roma Tor Vergata;5802;M;12706
2020/2021;Roma Tre;5807;F;19120
2020/2021;Roma Tre;5807;M;12703
2020/2021;Roma UNICUSANO - telematica;5815;F;11468
2020/2021;Roma UNICUSANO - telematica;5815;M;14011
2020/2021;Roma UNINETTUNO - telematica;5813;F;7283
2020/2021;Roma UNINETTUNO - telematica;5813;M;9972
2020/2021;Roma UNINT;5809;F;1542
2020/2021;Roma UNINT;5809;M;371
2020/2021;Roma UNITELMA - telematica;5811;F;1456
2020/2021;Roma UNITELMA - telematica;5811;M;1417
2020/2021;Rozzano (MI) Humanitas University;1510;F;908
2020/2021;Rozzano (MI) Humanitas University;1510;M;531
2020/2021;Salento;7501;F;11305
2020/2021;Salento;7501;M;6990
2020/2021;Salerno;6501;F;19499
2020/2021;Salerno;6501;M;15580
2020/2021;Sannio;6201;F;2076
2020/2021;Sannio;6201;M;2004
2020/2021;Sassari;9001;F;8455
2020/2021;Sassari;9001;M;5003
2020/2021;Siena;5201;F;9775
2020/2021;Siena;5201;M;6153
2020/2021;Siena Stranieri;5202;F;1846
2020/2021;Siena Stranieri;5202;M;386
2020/2021;Teramo;6701;F;3145
2020/2021;Teramo;6701;M;2390
2020/2021;Torino;101;F;47690
2020/2021;Torino;101;M;29857
2020/2021;Torino Politecnico;102;F;9708
2020/2021;Torino Politecnico;102;M;23465
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;28
2020/2021;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;18
2020/2021;Trento;2201;F;8465
2020/2021;Trento;2201;M;8112
2020/2021;Trieste;3201;F;9043
2020/2021;Trieste;3201;M;6753
2020/2021;Tuscia;5601;F;4045
2020/2021;Tuscia;5601;M;3855
2020/2021;Udine;3001;F;7929
2020/2021;Udine;3001;M;7029
2020/2021;Urbino;4101;F;9390
2020/2021;Urbino;4101;M;5425
2020/2021;Venezia Iuav;2702;F;2233
2020/2021;Venezia Iuav;2702;M;1738
2020/2021;Verona;2301;F;15009
2020/2021;Verona;2301;M;8262
2019/2020;Aosta;701;F;701
2019/2020;Aosta;701;M;316
2019/2020;Bari;7201;F;26624
2019/2020;Bari;7201;M;15785
2019/2020;Bari Politecnico;7202;F;3050
2019/2020;Bari Politecnico;7202;M;6820
2019/2020;Basilicata;7601;F;3596
2019/2020;Basilicata;7601;M;2685
2019/2020;Benevento Giustino Fortunato - telematica;6202;F;621
2019/2020;Benevento Giustino Fortunato - telematica;6202;M;647
2019/2020;Bergamo;1601;F;13222
2019/2020;Bergamo;1601;M;7882
2019/2020;Bologna;3701;F;44662
2019/2020;Bologna;3701;M;35537
2019/2020;Bolzano;2101;F;2742
2019/2020;Bolzano;2101;M;1219
2019/2020;Bra Scienze Gastronomiche;401;F;180
2019/2020;Bra Scienze Gastronomiche;401;M;192
2019/2020;Brescia;1701;F;6585
2019/2020;Brescia;1701;M;7826
2019/2020;Ca' Foscari Venezia;2701;F;13481
2019/2020;Ca' Foscari Venezia;2701;M;7550
2019/2020;Cagliari;9201;F;14706
2019/2020;Cagliari;9201;M;10457
2019/2020;Calabria;7801;F;14250
2019/2020;Calabria;7801;M;10240
2019/2020;Camerino;4302;F;3115
2019/2020;Camerino;4302;M;3234
2019/2020;Casamassima – LUM G. Degennaro;7203;F;654
2019/2020;Casamassima – LUM G. Degennaro;7203;M;942
2019/2020;Cassino;6001;F;3794
2019/2020;Cassino;6001;M;3277
2019/2020;Castellanza LIUC;1201;F;877
2019/2020;Castellanza LIUC;1201;M;1611
2019/2020;Catania;8701;F;21773
2019/2020;Catania;8701;M;16389
2019/2020;Catanzaro;7901;F;6722
2019/2020;Catanzaro;7901;M;4214
2019/2020;Chieti e Pescara;6901;F;14736
2019/2020;Chieti e Pescara;6901;M;8133
2019/2020;Enna KORE;8601;F;3159
2019/2020;Enna KORE;8601;M;1598
2019/2020;Ferrara;3801;F;13446
2019/2020;Ferrara;3801;M;9304
2019/2020;Firenze;4801;F;30177
2019/2020;Firenze;4801;M;22320
2019/2020;Firenze IUL - telematica;4804;F;290
2019/2020;Firenze IUL - telematica;4804;M;108
2019/2020;Foggia;7101;F;6538
2019/2020;Foggia;7101;M;3916
2019/2020;Genova;1001;F;16987
2019/2020;Genova;1001;M;13578
2019/2020;Insubria;1202;F;6136
2019/2020;Insubria;1202;M;5251
2019/2020;L'Aquila;6601;F;8598
2019/2020;L'Aquila;6601;M;7038
2019/2020;Macerata;4301;F;7355
2019/2020;Macerata;4301;M;2625
2019/2020;Marche;4201;F;6738
2019/2020;Marche;4201;M;8255
2019/2020;Messina;8301;F;14231
2019/2020;Messina;8301;M;8335
2019/2020;Milano;1501;F;35975
2019/2020;Milano;1501;M;25204
2019/2020;Milano Bicocca;1509;F;20382
2019/2020;Milano Bicocca;1509;M;13197
2019/2020;Milano Bocconi;1503;F;5629
2019/2020;Milano Bocconi;1503;M;7950
2019/2020;Milano Cattolica;1504;F;27340
2019/2020;Milano Cattolica;1504;M;13926
2019/2020;Milano IULM;1505;F;4914
2019/2020;Milano IULM;1505;M;1874
2019/2020;Milano Politecnico;1502;F;15316
2019/2020;Milano Politecnico;1502;M;30168
2019/2020;Milano San Raffaele;1508;F;1836
2019/2020;Milano San Raffaele;1508;M;1126
2019/2020;Modena e Reggio Emilia;3601;F;14115
2019/2020;Modena e Reggio Emilia;3601;M;12607
2019/2020;Molise;7001;F;3905
2019/2020;Molise;7001;M;2809
2019/2020;Napoli Benincasa;6304;F;7212
2019/2020;Napoli Benincasa;6304;M;1255
2019/2020;Napoli Federico II;6301;F;41013
2019/2020;Napoli Federico II;6301;M;33324
2019/2020;Napoli L'Orientale;6303;F;9249
2019/2020;Napoli L'Orientale;6303;M;2333
2019/2020;Napoli Parthenope;6302;F;4607
2019/2020;Napoli Parthenope;6302;M;6103
2019/2020;Napoli Pegaso - telematica;6307;F;21847
2019/2020;Napoli Pegaso - telematica;6307;M;27898
2019/2020;Napoli Vanvitelli;6306;F;13391
2019/2020;Napoli Vanvitelli;6306;M;9391
2019/2020;Novedrate e-Campus - telematica;1301;F;11487
2019/2020;Novedrate e-Campus - telematica;1301;M;10471
2019/2020;Padova;2801;F;31728
2019/2020;Padova;2801;M;28274
2019/2020;Palermo;8201;F;23708
2019/2020;Palermo;8201;M;16995
2019/2020;Parma;3401;F;15415
2019/2020;Parma;3401;M;11303
2019/2020;Pavia;1801;F;12998
2019/2020;Pavia;1801;M;10324
2019/2020;Perugia;5401;F;13583
2019/2020;Perugia;5401;M;9913
2019/2020;Perugia Stranieri;5403;F;715
2019/2020;Perugia Stranieri;5403;M;379
2019/2020;Piemonte Orientale;201;F;7951
2019/2020;Piemonte Orientale;201;M;5179
2019/2020;Pisa;5001;F;22739
2019/2020;Pisa;5001;M;21558
2019/2020;Reggio Calabria;8001;F;2535
2019/2020;Reggio Calabria;8001;M;2329
2019/2020;Reggio Calabria - Dante Alighieri;8003;F;564
2019/2020;Reggio Calabria - Dante Alighieri;8003;M;126
2019/2020;Roma  Mercatorum - telematica;5814;F;2383
2019/2020;Roma  Mercatorum - telematica;5814;M;4220
2019/2020;Roma Biomedico;5808;F;1233
2019/2020;Roma Biomedico;5808;M;786
2019/2020;Roma Europea;5812;F;1077
2019/2020;Roma Europea;5812;M;421
2019/2020;Roma Foro Italico;5806;F;566
2019/2020;Roma Foro Italico;5806;M;1520
2019/2020;Roma La Sapienza;5801;F;59895
2019/2020;Roma La Sapienza;5801;M;44280
2019/2020;Roma Link Campus;5817;F;288
2019/2020;Roma Link Campus;5817;M;695
2019/2020;Roma Luiss;5805;F;4315
2019/2020;Roma Luiss;5805;M;5157
2019/2020;Roma LUMSA;5803;F;4251
2019/2020;Roma LUMSA;5803;M;1894
2019/2020;Roma Marconi - telematica;5810;F;5263
2019/2020;Roma Marconi - telematica;5810;M;5003
2019/2020;Roma Saint Camillus;5818;F;364
2019/2020;Roma Saint Camillus;5818;M;195
2019/2020;Roma San Raffaele - telematica;5816;F;2933
2019/2020;Roma San Raffaele - telematica;5816;M;3775
2019/2020;Roma Tor Vergata;5802;F;14282
2019/2020;Roma Tor Vergata;5802;M;12570
2019/2020;Roma Tre;5807;F;18327
2019/2020;Roma Tre;5807;M;12498
2019/2020;Roma UNICUSANO - telematica;5815;F;11085
2019/2020;Roma UNICUSANO - telematica;5815;M;14373
2019/2020;Roma UNINETTUNO - telematica;5813;F;6191
2019/2020;Roma UNINETTUNO - telematica;5813;M;9119
2019/2020;Roma UNINT;5809;F;1417
2019/2020;Roma UNINT;5809;M;351
2019/2020;Roma UNITELMA - telematica;5811;F;1111
2019/2020;Roma UNITELMA - telematica;5811;M;1138
2019/2020;Rozzano (MI) Humanitas University;1510;F;760
2019/2020;Rozzano (MI) Humanitas University;1510;M;425
2019/2020;Salento;7501;F;10792
2019/2020;Salento;7501;M;6656
2019/2020;Salerno;6501;F;19485
2019/2020;Salerno;6501;M;15643
2019/2020;Sannio;6201;F;2226
2019/2020;Sannio;6201;M;2075
2019/2020;Sassari;9001;F;8383
2019/2020;Sassari;9001;M;4922
2019/2020;Siena;5201;F;9356
2019/2020;Siena;5201;M;6106
2019/2020;Siena Stranieri;5202;F;1805
2019/2020;Siena Stranieri;5202;M;370
2019/2020;Teramo;6701;F;3136
2019/2020;Teramo;6701;M;2358
2019/2020;Torino;101;F;45889
2019/2020;Torino;101;M;29085
2019/2020;Torino Politecnico;102;F;9487
2019/2020;Torino Politecnico;102;M;23554
2019/2020;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;38
2019/2020;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;22
2019/2020;Trento;2201;F;8554
2019/2020;Trento;2201;M;8225
2019/2020;Trieste;3201;F;8889
2019/2020;Trieste;3201;M;6629
2019/2020;Tuscia;5601;F;4058
2019/2020;Tuscia;5601;M;3865
2019/2020;Udine;3001;F;7727
2019/2020;Udine;3001;M;7123
2019/2020;Urbino;4101;F;9053
2019/2020;Urbino;4101;M;5474
2019/2020;Venezia Iuav;2702;F;2124
2019/2020;Venezia Iuav;2702;M;1701
2019/2020;Verona;2301;F;14502
2019/2020;Verona;2301;M;7959
2018/2019;Aosta;701;F;708
2018/2019;Aosta;701;M;315
2018/2019;Bari;7201;F;26830
2018/2019;Bari;7201;M;16013
2018/2019;Bari Politecnico;7202;F;3010
2018/2019;Bari Politecnico;7202;M;6809
2018/2019;Basilicata;7601;F;3714
2018/2019;Basilicata;7601;M;2709
2018/2019;Benevento Giustino Fortunato - telematica;6202;F;397
2018/2019;Benevento Giustino Fortunato - telematica;6202;M;564
2018/2019;Bergamo;1601;F;12046
2018/2019;Bergamo;1601;M;7407
2018/2019;Bologna;3701;F;44772
2018/2019;Bologna;3701;M;35416
2018/2019;Bolzano;2101;F;2559
2018/2019;Bolzano;2101;M;1198
2018/2019;Bra Scienze Gastronomiche;401;F;169
2018/2019;Bra Scienze Gastronomiche;401;M;192
2018/2019;Brescia;1701;F;6371
2018/2019;Brescia;1701;M;7590
2018/2019;Ca' Foscari Venezia;2701;F;13338
2018/2019;Ca' Foscari Venezia;2701;M;7417
2018/2019;Cagliari;9201;F;14565
2018/2019;Cagliari;9201;M;10269
2018/2019;Calabria;7801;F;14654
2018/2019;Calabria;7801;M;10696
2018/2019;Camerino;4302;F;3407
2018/2019;Camerino;4302;M;3435
2018/2019;Casamassima – LUM G. Degennaro;7203;F;599
2018/2019;Casamassima – LUM G. Degennaro;7203;M;903
2018/2019;Cassino;6001;F;3984
2018/2019;Cassino;6001;M;3381
2018/2019;Castellanza LIUC;1201;F;793
2018/2019;Castellanza LIUC;1201;M;1490
2018/2019;Catania;8701;F;22639
2018/2019;Catania;8701;M;16860
2018/2019;Catanzaro;7901;F;6624
2018/2019;Catanzaro;7901;M;4167
2018/2019;Chieti e Pescara;6901;F;15089
2018/2019;Chieti e Pescara;6901;M;8573
2018/2019;Enna KORE;8601;F;3157
2018/2019;Enna KORE;8601;M;1661
2018/2019;Ferrara;3801;F;11810
2018/2019;Ferrara;3801;M;8504
2018/2019;Firenze;4801;F;29868
2018/2019;Firenze;4801;M;21784
2018/2019;Firenze IUL - telematica;4804;F;201
2018/2019;Firenze IUL - telematica;4804;M;73
2018/2019;Foggia;7101;F;6422
2018/2019;Foggia;7101;M;3927
2018/2019;Genova;1001;F;16778
2018/2019;Genova;1001;M;13527
2018/2019;Insubria;1202;F;5825
2018/2019;Insubria;1202;M;4869
2018/2019;L'Aquila;6601;F;8857
2018/2019;L'Aquila;6601;M;7015
2018/2019;Macerata;4301;F;7445
2018/2019;Macerata;4301;M;2769
2018/2019;Marche;4201;F;6720
2018/2019;Marche;4201;M;8283
2018/2019;Messina;8301;F;14089
2018/2019;Messina;8301;M;8344
2018/2019;Milano;1501;F;34732
2018/2019;Milano;1501;M;24688
2018/2019;Milano Bicocca;1509;F;20262
2018/2019;Milano Bicocca;1509;M;12886
2018/2019;Milano Bocconi;1503;F;5773
2018/2019;Milano Bocconi;1503;M;7768
2018/2019;Milano Cattolica;1504;F;26171
2018/2019;Milano Cattolica;1504;M;13724
2018/2019;Milano IULM;1505;F;4457
2018/2019;Milano IULM;1505;M;1798
2018/2019;Milano Politecnico;1502;F;14861
2018/2019;Milano Politecnico;1502;M;29803
2018/2019;Milano San Raffaele;1508;F;1718
2018/2019;Milano San Raffaele;1508;M;1085
2018/2019;Modena e Reggio Emilia;3601;F;13263
2018/2019;Modena e Reggio Emilia;3601;M;11690
2018/2019;Molise;7001;F;3986
2018/2019;Molise;7001;M;2824
2018/2019;Napoli Benincasa;6304;F;7116
2018/2019;Napoli Benincasa;6304;M;1217
2018/2019;Napoli Federico II;6301;F;41156
2018/2019;Napoli Federico II;6301;M;33659
2018/2019;Napoli L'Orientale;6303;F;9222
2018/2019;Napoli L'Orientale;6303;M;2359
2018/2019;Napoli Parthenope;6302;F;4825
2018/2019;Napoli Parthenope;6302;M;6424
2018/2019;Napoli Pegaso - telematica;6307;F;15793
2018/2019;Napoli Pegaso - telematica;6307;M;22175
2018/2019;Napoli Vanvitelli;6306;F;13974
2018/2019;Napoli Vanvitelli;6306;M;9925
2018/2019;Novedrate e-Campus - telematica;1301;F;8004
2018/2019;Novedrate e-Campus - telematica;1301;M;7653
2018/2019;Padova;2801;F;31094
2018/2019;Padova;2801;M;27723
2018/2019;Palermo;8201;F;22878
2018/2019;Palermo;8201;M;16583
2018/2019;Parma;3401;F;14740
2018/2019;Parma;3401;M;11044
2018/2019;Pavia;1801;F;12806
2018/2019;Pavia;1801;M;10311
2018/2019;Perugia;5401;F;13378
2018/2019;Perugia;5401;M;10097
2018/2019;Perugia Stranieri;5403;F;674
2018/2019;Perugia Stranieri;5403;M;380
2018/2019;Piemonte Orientale;201;F;7733
2018/2019;Piemonte Orientale;201;M;4915
2018/2019;Pisa;5001;F;22713
2018/2019;Pisa;5001;M;21644
2018/2019;Reggio Calabria;8001;F;2490
2018/2019;Reggio Calabria;8001;M;2444
2018/2019;Reggio Calabria - Dante Alighieri;8003;F;641
2018/2019;Reggio Calabria - Dante Alighieri;8003;M;140
2018/2019;Roma  Mercatorum - telematica;5814;F;822
2018/2019;Roma  Mercatorum - telematica;5814;M;2087
2018/2019;Roma Biomedico;5808;F;1130
2018/2019;Roma Biomedico;5808;M;709
2018/2019;Roma Europea;5812;F;850
2018/2019;Roma Europea;5812;M;389
2018/2019;Roma Foro Italico;5806;F;555
2018/2019;Roma Foro Italico;5806;M;1576
2018/2019;Roma La Sapienza;5801;F;58680
2018/2019;Roma La Sapienza;5801;M;43745
2018/2019;Roma Link Campus;5817;F;406
2018/2019;Roma Link Campus;5817;M;1143
2018/2019;Roma Luiss;5805;F;4219
2018/2019;Roma Luiss;5805;M;5070
2018/2019;Roma LUMSA;5803;F;3978
2018/2019;Roma LUMSA;5803;M;1758
2018/2019;Roma Marconi - telematica;5810;F;4867
2018/2019;Roma Marconi - telematica;5810;M;4758
2018/2019;Roma Saint Camillus;5818;F;128
2018/2019;Roma Saint Camillus;5818;M;72
2018/2019;Roma San Raffaele - telematica;5816;F;2378
2018/2019;Roma San Raffaele - telematica;5816;M;3095
2018/2019;Roma Tor Vergata;5802;F;14532
2018/2019;Roma Tor Vergata;5802;M;13281
2018/2019;Roma Tre;5807;F;18473
2018/2019;Roma Tre;5807;M;12695
2018/2019;Roma UNICUSANO - telematica;5815;F;10523
2018/2019;Roma UNICUSANO - telematica;5815;M;15064
2018/2019;Roma UNINETTUNO - telematica;5813;F;5273
2018/2019;Roma UNINETTUNO - telematica;5813;M;7925
2018/2019;Roma UNINT;5809;F;1204
2018/2019;Roma UNINT;5809;M;333
2018/2019;Roma UNITELMA - telematica;5811;F;836
2018/2019;Roma UNITELMA - telematica;5811;M;916
2018/2019;Rozzano (MI) Humanitas University;1510;F;614
2018/2019;Rozzano (MI) Humanitas University;1510;M;339
2018/2019;Salento;7501;F;10586
2018/2019;Salento;7501;M;6433
2018/2019;Salerno;6501;F;19905
2018/2019;Salerno;6501;M;15419
2018/2019;Sannio;6201;F;2390
2018/2019;Sannio;6201;M;2246
2018/2019;Sassari;9001;F;8353
2018/2019;Sassari;9001;M;4887
2018/2019;Siena;5201;F;9283
2018/2019;Siena;5201;M;6428
2018/2019;Siena Stranieri;5202;F;1770
2018/2019;Siena Stranieri;5202;M;386
2018/2019;Teramo;6701;F;3125
2018/2019;Teramo;6701;M;2398
2018/2019;Torino;101;F;44583
2018/2019;Torino;101;M;28283
2018/2019;Torino Politecnico;102;F;9199
2018/2019;Torino Politecnico;102;M;23327
2018/2019;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;F;41
2018/2019;Torrevecchia Teatina Leonardo da Vinci - telematica;6902;M;31
2018/2019;Trento;2201;F;8373
2018/2019;Trento;2201;M;8152
2018/2019;Trieste;3201;F;8654
2018/2019;Trieste;3201;M;6683
2018/2019;Tuscia;5601;F;3870
2018/2019;Tuscia;5601;M;3912
2018/2019;Udine;3001;F;7741
2018/2019;Udine;3001;M;7116
2018/2019;Urbino;4101;F;8840
2018/2019;Urbino;4101;M;5407
2018/2019;Venezia Iuav;2702;F;2150
2018/2019;Venezia Iuav;2702;M;1822
2018/2019;Verona;2301;F;14666
2018/2019;Verona;2301;M;8147
2017/2018;Aosta;701;F;749
2017/2018;Aosta;701;M;301
2017/2018;Bari;7201;F;27069
2017/2018;Bari;7201;M;16241
2017/2018;Bari Politecnico;7202;F;3045
2017/2018;Bari Politecnico;7202;M;6711
